Skeleton_Metabolite	Metabolite	Formula	Ion Type	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	RT	RT_min	RT_max	RT_range	detections	S10228	S10229	S10230	S10231	S10232	S10233	S10234	S10235	SQ567_Blank_0	SQ567_Blank_1	SQ567_Blank_2	SQ567_Blank_3	SQ567_Blank_4	SQ567_Blank_5
L-Leucine	83         L-Leucine	C6H13NO2	[M+H]+	7.5	9.0	15.0	0.2	132.1019	132.1018	-0.8	S10230	7.48	7.45	7.73	0.28	17	11.621326027819414	12.994159688510218	15.563895541750634	9.468835735061962	14.312606343715006	14.37333698130415	13.028646671766856	13.41905089886626	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine	84         L-Lysine	C6H14N2O2	[M+H]+	18.0	20.0	15.0	0.2	147.1128	147.1125	-2.1	S10228	19.17	19.17	19.33	0.16	17	1.4589408137807731	1.1895460367282518	1.6211898759294459	1.2406460081523936	0.0	5.50756406748746	4.708190539160936	5.092302086820757	0.0	0.0	0.0	0.0	0.0	0.0
L-Malic acid	85         L-Malic acid	C4H6O5	[M-H]-	12.2	14.2	15.0	0.2	133.0142	133.013	-9.4	S10228	12.93	12.68	12.94	0.26	17	6.45917828830268	7.122441677976829	7.810315351037296	5.536141096171247	5.634810759939129	7.022199270405837	7.9912719729627195	7.293412575578038	0.0	0.0	0.0	0.0	0.0	0.0
L-Methionine	86         L-Methionine	C5H11NO2S	[M+H]+	6.8	8.8	15.0	0.2	150.0583	150.058	-2.2	S10230	8.1	7.86	8.13	0.27	17	3.417644039740727	3.909443588814951	4.538505332949518	2.975840975697623	2.4727497543681074	2.4859142726858185	2.1744585102380984	2.5158435216029136	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine	87         L-Phenylalanine	C9H11NO2	[M+H]+	5.6	7.6	15.0	0.2	166.0863	166.08599999999996	-1.5	S10230	6.95	6.7	7.16	0.46	17	11.987070328034346	14.333531286570029	16.670604251511495	10.608951778180556	11.707915658136955	10.454041039671683	9.735060916029092	10.451564136758392	0.0	0.0	0.0	0.0	0.0	0.0
L-Proline	88         L-Proline	C5H9NO2	[M+H]+	7.9	9.9	15.0	0.2	116.0706	116.0707	0.8	S10230	9.23	8.98	9.24	0.26	17	34.66768726327609	42.567650701555216	46.19393072968728	29.30908916347353	26.847736500848733	32.23693935248518	29.86830793851577	32.62928868153231	0.0	0.0	0.0	0.0	0.0	0.0
L-Serine	89         L-Serine	C3H7NO3	[M+H]+	10.8	12.8	15.0	0.2	106.0499	106.0501	2.2	S10230	11.87	11.63	11.95	0.32	17	2.0346916740027714	2.50211834351756	2.8424114338642275	1.8482552023752088	0.0	1.6069562243502051	1.7573180276860183	1.7579736976047546	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine	90         L-Threonine	C4H9NO3	[M-H]-	9.5	11.5	15.0	0.2	118.051	118.0498	-9.9	S10228	10.79	10.56	10.88	0.33	17	0.23014555511368975	0.26892617888875475	0.2908922583906729	0.20783423172906626	0.04863713429122198	0.09388645690834474	0.07384759253192923	0.0777777600216057	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan	91         L-Tryptophan	C11H12N2O2	[M+H]+	6.8	8.8	15.0	0.2	205.0972	205.0967	-2.2	S10230	8.14	7.91	8.37	0.46	17	1.9892456671663148	2.1262471765242905	2.6563138016879466	1.639161348555891	11.965718573002405	9.521406292749658	8.956501462269902	9.38091570177408	0.0	0.0	0.0	0.0	0.0	0.0
L-Tyrosine	92         L-Tyrosine	C9H11NO3	[M+H]+	8.2	10.2	15.0	0.2	182.0812	182.0809	-1.5	S10230	9.46	9.22	9.46	0.25	17	2.861436335641232	3.178038328136553	3.923745655477147	2.350687906372771	3.1471226483207664	3.16653260373917	2.8686676563090305	3.21989722905169	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine	93         L-Valine	C5H11NO2	[M+H]+	8.3	9.2	15.0	0.2	118.0863	118.0863	0.4	S10230	8.92	8.67	9.05	0.38	17	17.34091348381695	20.60207147697097	23.273241274492158	15.088744645463807	13.389305091472005	13.856473324213404	13.055537735922954	14.153552357491405	0.0	0.0	0.0	0.0	0.0	0.0
N6-Acetyl-L-lysine	94         N6-Acetyl-L-lysine	C8H16N2O3	[M+H]+	1.9	3.9	15.0	0.2	189.1234	189.1217	-8.8	S10230	3.19	3.17	3.4	0.24	17	0.0	0.0	0.08858287187449533	0.04297116450275838	0.4819696597909933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetylglutamic acid	95         N-Acetylglutamic acid	C7H11NO5	[M+H]+	10.3	12.3	15.0	0.2	190.071	190.0706	-2.1	S10228	11.19	11.02	11.39	0.37	17	0.006731598273777759	0.007661806447259689	0.008105012157931938	0.006019442254026046	0.016811521322261973	0.015622435020519838	0.017045521874999373	0.012698548406299215	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetylglutamine	96         N-Acetylglutamine	C7H12N2O4	[M-H]-	6.8	8.8	15.0	0.2	187.0724	187.0718	-3.4	S10229	7.04	6.85	7.28	0.42	14	0.0	0.003764688475666588	0.0	0.0015673572191578385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetyl-L-alanine	97         N-Acetyl-L-alanine	C5H9NO3	[M+H]+	6.0	7.0	15.0	0.2	132.0655	132.0654	-0.9	S10231	6.86	6.61	6.92	0.31	17	0.20742017241828603	0.2648448465293351	0.2519023306658118	0.20268927472059964	0.1917766582550997	0.18121751025991792	0.15846783920072352	0.15839047047552535	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetyl-L-methionine	98         N-Acetyl-L-methionine	C7H13NO3S	[M+H]+	3.0	5.0	15.0	0.2	192.0689	192.06900000000002	0.6	S10230	4.2	3.96	4.2	0.25	9	0.010677402871674251	0.010858080536481723	0.015362462976545463	0.007662494607753869	0.01574568591633066	0.012253533971728226	0.010089371092387221	0.011331411937953898	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetyl-L-phenylalanine	99         N-Acetyl-L-phenylalanine	C11H13NO3	[M+H]+	2.8	4.0	15.0	0.2	208.0968	208.0965	-1.5	S10228	3.55	3.32	3.61	0.29	17	0.07263247758664251	0.0766299335373024	0.08580986900483678	0.049738804992377636	0.10457556929545804	0.122140446876425	0.09217612795429034	0.11887894809595685	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetylornithine	100         N-Acetylornithine	C7H14N2O3	[M+H]+	8.6	10.6	15.0	0.2	175.1077	175.1075	-1.3	S10230	9.86	9.63	10.08	0.45	17	8.400820737326669	9.894106318366523	11.609348237515455	7.224760269379991	7.691534813082462	8.646700410396718	8.427486134998011	7.7745742979942	0.0	0.0	0.0	0.0	0.0	0.0
N-Acetylserine	101         N-Acetylserine	C5H9NO4	[M-H]-	7.5	8.5	15.0	0.2	146.0459	146.0448	-7.4	S10228	7.93	7.68	8.17	0.49	17	0.3226177487279365	0.3539646131152352	0.412595387319661	0.2599860875095211	0.07773529919630659	0.07115914272685818	0.06352684517051246	0.07373507915568336	0.0	0.0	0.0	0.0	0.0	0.0
NAD	102         NAD	C21H28N7O14P2	[Cat]+	9.9	11.9	15.0	0.2	664.1164	664.1215	7.7	S10229	11.61	11.48	11.61	0.14	4	0.0	0.0013968913618816858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADH	103         NADH	C21H29N7O14P2	[M-H]-	9.5	11.5	15.0	0.2	664.1175	664.1233	8.7	S10233	10.25	10.03	10.25	0.22	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADP	104         NADP	C21H29N7O17P3	[Cat]+	12.7	14.7	15.0	0.2	744.0827	744.0765	-8.4	S10228	14.06	13.83	14.24	0.41	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADPH	105         NADPH	C21H30N7O17P3	[M-H]-	13.0	15.0	15.0	0.2	744.0838	744.0778	-8.1	S10234	13.31	13.31	13.44	0.12	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niacinamide	106         Niacinamide	C6H6N2O	[M+H]+	3.3	5.3	15.0	0.2	123.0553	123.0552	-0.7	S10230	4.7	4.54	4.74	0.2	17	7.400409915467682	8.941075052729945	10.352006485634444	6.289405345628938	1.4694967095929226	1.232062015503876	1.1645006942292309	1.2140183824322563	0.0	0.0	0.0	0.0	0.0	0.0
Nicotinic acid	107         Nicotinic acid	C6H5NO2	[M-H]-	5.5	7.5	15.0	0.2	122.0248	122.0238	-7.8	S10230	7.36	7.13	7.46	0.33	17	0.0	0.0	0.007457983169574022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O-Phosphoethanolamine	108         O-Phosphoethanolamine	C2H8NO4P	[M+H]+	11.4	13.4	15.0	0.2	142.0264	142.0268	3.0	SQ567_Blank_0	13.41	13.41	13.41	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ornithine	109         Ornithine	C5H12N2O2	[M+H]+	17.0	19.0	15.0	0.2	133.0972	133.097	-1.2	S10228	17.52	17.39	17.64	0.25	17	1.3733807602583668	1.2482943300421068	1.5457794822609732	1.1217737082116064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orotic acid	110         Orotic acid	C5H4N2O4	[M-H]-	6.7	8.7	15.0	0.2	155.0098	155.0092	-4.1	S10228	7.52	7.33	7.77	0.44	10	0.002702179077996105	0.0035192589801465507	0.0033394729128256684	0.002306196783567847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Orotidylic acid	111         Orotidylic acid	C10H13N2O11P	[M+H]+	0.0	30.0	15.0	0.2	369.033	369.0307	-6.2	S10230	6.27	6.27	6.27	0.0	1	0.0	0.0	0.0018322458878645054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxidized glutathione	112         Oxidized glutathione	C20H32N6O12S2	[M+H]+	13.5	15.5	15.0	0.2	613.1592	613.1543	-8.1	S10232	13.96	13.85	14.03	0.18	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxoadipic acid	113         Oxoadipic acid	C6H8O5	[M-H]-	7.5	9.5	15.0	0.2	159.0299	159.029	-5.7	SQ567_Blank_0	8.15	7.95	8.38	0.43	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxoglutaric acid	114         Oxoglutaric acid	C5H6O5	[M-H]-	10.8	14.8	15.0	0.2	145.0142	145.0132	-7.2	S10228	12.52	12.27	12.7	0.43	17	0.20390048503264707	0.19906746547098034	0.2583759301605846	0.14965880486906338	0.20280055700124106	0.15409439124487004	0.15958655952927786	0.24198914760519397	0.0	0.0	0.0	0.0	0.0	0.0
Palmitic acid	115         Palmitic acid	C16H32O2	[M-H]-	1.6	3.6	15.0	0.2	255.233	255.2325	-1.8	S10235	2.83	2.83	2.9	0.07	17	2.517029166539205	3.3271963765208765	3.9930224369825584	2.5648915946581146	31.157096363436235	21.328003647970817	18.75800834039145	25.846068903358393	0.0	0.0	0.0	0.0	0.0	0.0
Pantothenic acid	116         Pantothenic acid	C9H17NO5	[M+H]+	5.1	7.1	15.0	0.2	220.118	220.1175	-2.0	S10230	6.05	5.8	6.29	0.49	17	12.293944512990285	14.556824488644516	17.016718576163143	10.48440702248261	27.72858206023813	23.81308162334701	19.90200491955758	21.4295197603556	0.0	0.0	0.0	0.0	0.0	0.0
Phenol	117         Phenol	C6H6O	[M-H]-	2.1	4.1	15.0	0.2	93.0346	93.0333	-13.9	SQ567_Blank_3	3.44	3.39	3.69	0.31	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphocreatine	118         Phosphocreatine	C4H10N3O5P	[M-H]-	11.2	13.2	15.0	0.2	210.0285	210.0255	-14.4	SQ567_Blank_0	12.51	12.51	12.51	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphoenolpyruvic acid	119         Phosphoenolpyruvic acid	C3H5O6P	[M-H]-	13.6	15.6	15.0	0.2	166.9751	166.9742	-5.4	SQ567_Blank_0	14.2	14.2	14.2	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphoribosyl pyrophosphate	120         Phosphoribosyl pyrophosphate	C5H13O14P3	[M-H]-	15.0	18.0	15.0	0.2	388.9445	0.0	0.0		0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphorylcholine	121         Phosphorylcholine	C5H14NO4P	[M+H]+	10.0	13.0	15.0	0.2	184.0733	184.0732	-0.7	S10228	11.77	11.54	12.01	0.47	15	0.03531578106571224	0.02464131645812476	0.030726505540251532	0.017805092130062188	0.06821548556350936	0.052090287277701784	0.03144146411368127	0.05694470967726471	0.0	0.0	0.0	0.0	0.0	0.0
Phosphoserine	122         Phosphoserine	C3H8NO6P	[M+H]+	11.5	13.5	15.0	0.2	186.0162	186.0152	-5.4	S10229	11.59	11.59	11.65	0.06	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pipecolic acid	123         Pipecolic acid	C6H11NO2	[M+H]+	7.5	9.5	15.0	0.2	130.0863	130.086	-2.0	S10228	7.72	7.53	7.76	0.23	17	1.7432208161827103	1.871422747225098	2.1488151629535963	1.4865814271555169	0.6673412076909794	0.7585754673962608	0.7415155507146856	0.7110935413788502	0.0	0.0	0.0	0.0	0.0	0.0
Propionylcarnitine	124         Propionylcarnitine	C10H19NO4	[M+H]+	5.2	7.2	15.0	0.2	218.1387	218.1381	-2.7	S10228	6.62	6.43	6.75	0.32	17	2.7539725431413937	2.7194809153975505	3.655264880594869	2.027047000127498	2.5310647347327033	2.2896634746922024	2.1127874955587607	2.209046432301176	0.0	0.0	0.0	0.0	0.0	0.0
Pyruvic acid	125         Pyruvic acid	C3H4O3	[M-H]-	5.5	7.5	15.0	0.2	87.0088	87.0077	-12.3	S10228	7.19	6.97	7.41	0.44	17	0.11807434901276992	0.1143029952722914	0.14034007608946572	0.0858093808237084	0.0	0.046860009119927035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribose 1-phosphate	126         Ribose 1-phosphate	C5H11O8P	[M-H]-	11.0	12.4	15.0	0.2	229.0119	229.0104	-6.5	S10228	11.9	11.86	11.99	0.14	11	0.0012905312699335275	0.0	0.0014590872257808482	0.0007780358813655204	0.006864565693530162	0.00621751025991792	0.005681974523303627	0.0059667396711681215	0.0	0.0	0.0	0.0	0.0	0.0
Saccharopine	127         Saccharopine	C11H20N2O6	[M-H]-	11.0	14.0	15.0	0.2	275.1249	275.1243	-2.0	S10228	12.43	12.29	12.44	0.14	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S-Adenosylhomocysteine	128         S-Adenosylhomocysteine	C14H20N6O5S	[M-H]-	8.6	10.6	15.0	0.2	383.1143	383.119	12.2	S10230	9.33	9.24	9.54	0.3	3	0.0012558051530611664	0.0	0.0037140607251974923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S-Adenosylmethionine	129         S-Adenosylmethionine	C15H22N6O5S	[M+H]+	10.7	12.7	15.0	0.2	399.1445	399.1408	-9.3	S10228	12.27	12.14	12.34	0.2	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sarcosine	130         Sarcosine	C3H7NO2	[M+H]+	11.2	12.0	15.0	0.2	90.055	90.0553	3.8	S10228	11.21	11.2	11.45	0.25	17	2.3091131980770907	1.93700859734889	1.9056839036984377	1.6384886252508402	0.0	1.338906976744186	1.5340885331568015	2.3367654238322806	0.0	0.0	0.0	0.0	0.0	0.0
Succinic acid	131         Succinic acid	C4H6O4	[M-H]-	11.3	13.3	15.0	0.2	117.0193	117.0181	-10.5	S10228	12.15	11.92	12.18	0.26	17	8.174714175166917	8.485224924873291	10.23845071684298	6.251206552919543	6.367558716877563	6.209594619243046	6.456878553368082	6.660342495251777	0.0	0.0	0.0	0.0	0.0	0.0
Taurine	132         Taurine	C2H7NO3S	[M-H]-	10.2	12.2	15.0	0.2	124.0074	124.0062	-9.6	S10230	11.22	10.99	11.3	0.31	14	1.268898768554113	1.6360126933956378	1.7029535195947412	1.1597271936339897	0.08677647144358848	0.20341678066575467	0.1902234287352053	0.2220326306949704	0.0	0.0	0.0	0.0	0.0	0.0
Thymidine	133         Thymidine	C10H14N2O5	[M-H]-	3.5	5.5	15.0	0.2	241.083	241.0824	-2.5	S10230	4.65	4.41	4.86	0.45	17	0.02524662340914164	0.02551377400894326	0.03513505808706128	0.018223810088999863	0.014969660800785212	0.0	0.011817864296613127	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uracil	134         Uracil	C4H4N2O2	[M+H]+	5.4	7.4	15.0	0.2	113.0346	113.0347	1.3	S10228	5.76	5.52	6.0	0.48	17	0.11959232785079893	0.14027600453138128	0.14926203568317484	0.09577834747006493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ureidopropionic acid	135         Ureidopropionic acid	C4H8N2O3	[M-H]-	10.4	12.4	15.0	0.2	131.0462	131.0453	-7.0	S10230	11.45	11.25	11.55	0.3	14	0.025839120075321118	0.033592542325206684	0.03645258421587751	0.02252571597688122	0.010478611091756766	0.02093935248518012	0.017813562545805774	0.018889814873262214	0.0	0.0	0.0	0.0	0.0	0.0
Ureidosuccinic acid	136         Ureidosuccinic acid	C5H8N2O5	[M-H]-	12.8	14.8	15.0	0.2	175.03599999999997	175.0346	-8.3	S10228	13.54	13.33	13.75	0.42	9	0.0008693992098533799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uric acid	137         Uric acid	C5H4N4O3	[M+H]+	8.8	10.8	15.0	0.2	169.0356	169.0355	-0.7	S10228	9.81	9.74	10.02	0.28	9	0.06735320143073867	0.056868509867379465	0.08495967502025069	0.03851874916184842	0.016702463791385062	0.0144140446876425	0.01776214559713254	0.019878611705277015	0.0	0.0	0.0	0.0	0.0	0.0
Uridine	138         Uridine	C9H12N2O6	[M-H]-	5.5	7.5	15.0	0.2	243.0623	243.0616	-2.7	S10230	6.73	6.5	6.86	0.37	15	0.2065008650372017	0.22223124596319696	0.29819243328105904	0.15602831647634802	0.1140307562432912	0.11691381668946647	0.10301707022611206	0.10038585049711513	0.0	0.0	0.0	0.0	0.0	0.0
Uridine 5'-diphosphate	139         Uridine 5'-diphosphate	C9H14N2O12P2	[M+H]+	12.4	14.4	15.0	0.2	405.0095	405.014	11.2	SQ567_Blank_2	13.71	13.71	13.71	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uridine 5'-monophosphate	140         Uridine 5'-monophosphate	C9H13N2O9P	[M-H]-	11.2	13.2	15.0	0.2	323.0286	323.0275	-3.4	SQ567_Blank_0	12.28	12.28	12.28	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uridine diphosphate glucose	141         Uridine diphosphate glucose	C15H24N2O17P2	[M-H]-	12.4	14.4	15.0	0.2	565.0478	565.0479	0.3	S10231	13.33	13.29	13.41	0.13	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uridine diphosphate-N-acetylglucosamine	142         Uridine diphosphate-N-acetylglucosamine	C17H27N3O17P2	[M+H]+	11.2	13.2	15.0	0.2	608.0889	608.0875	-2.2	S10228	12.0	11.9	12.24	0.34	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uridine triphosphate	143         Uridine triphosphate	C9H15N2O15P3	[M-H]-	15.0	18.0	15.0	0.2	482.9613	482.9577	-7.4	SQ567_ISTD_0	15.78	15.68	15.78	0.1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Valerylcarnitine	144         Valerylcarnitine	C12H23NO4	[M+H]+	3.6	5.7	15.0	0.2	246.17	246.1695	-2.0	S10230	5.06	4.93	5.19	0.26	17	0.3993409402223605	0.4334145063546241	0.5494651856357158	0.29814067426032914	0.39937170744711453	0.3320351117191063	0.2909046430508889	0.30962724556759336	0.0	0.0	0.0	0.0	0.0	0.0
Xanthine	145         Xanthine	C5H4N4O2	[M-H]-	7.5	9.4	15.0	0.2	151.0261	151.025	-7.6	S10228	8.4	8.15	8.53	0.37	17	1.389990494221189	1.5798973813672756	1.7780200145728198	1.1056436530703158	0.7330413015006518	0.7927259461924304	0.7277924474527823	0.7651637487505204	0.0	0.0	0.0	0.0	0.0	0.0
Xanthosine	146         Xanthosine	C10H12N4O6	[M-H]-	6.7	8.7	15.0	0.2	283.0684	283.0675	-3.2	S10228	7.73	7.67	7.76	0.1	8	0.009485158408875384	0.0105357460052671	0.011226577261030464	0.00843403447029811	0.01370590617215135	0.01142407660738714	0.008120262636167044	0.010868774874732423	0.0	0.0	0.0	0.0	0.0	0.0
Xanthylic acid	147         Xanthylic acid	C10H13N4O9P	[M-H]-	11.0	13.0	15.0	0.2	363.0347	363.0377	8.1	S10231	11.39	11.39	11.39	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
